epoch,Dice_Coef_Multilabel,categorical_accuracy,categorical_crossentropy,loss,val_Dice_Coef_Multilabel,val_categorical_accuracy,val_categorical_crossentropy,val_loss
0,-0.5902488231658936,0.3700672388076782,1.468135118484497,-0.5902488231658936,-0.3838878273963928,0.11535358428955078,1.82338547706604,-0.3838878273963928
1,-0.7223070859909058,0.4565030336380005,1.4186971187591553,-0.7223070859909058,-0.40009376406669617,0.17753124237060547,1.9425257444381714,-0.40009376406669617
2,-0.7731500267982483,0.5178995132446289,1.4692436456680298,-0.7731500267982483,-0.5322495102882385,0.4579172134399414,1.5146903991699219,-0.5322495102882385
3,-0.8560115098953247,0.5702582597732544,1.5787159204483032,-0.8560115098953247,-0.5956196188926697,0.7060461044311523,1.488081455230713,-0.5956196188926697
4,-0.904109001159668,0.6052310466766357,1.7567442655563354,-0.904109001159668,-0.6633901000022888,0.6964535713195801,1.7768954038619995,-0.6633901000022888
5,-0.9461792707443237,0.6329689025878906,1.9327178001403809,-0.9461792707443237,-0.7479885816574097,0.7435059547424316,1.616180419921875,-0.7479885816574097
6,-1.0868048667907715,0.6764435768127441,1.987295389175415,-1.0868048667907715,-0.8338108658790588,0.8378677368164062,1.2129751443862915,-0.8338108658790588
7,-1.1139640808105469,0.6910640001296997,2.1745047569274902,-1.1139640808105469,-0.9362386465072632,0.8440227508544922,1.2568203210830688,-0.9362386465072632
8,-1.2086937427520752,0.7177873849868774,2.272239923477173,-1.2086937427520752,-0.6939614415168762,0.5375275611877441,5.693848609924316,-0.6939614415168762
9,-1.2646996974945068,0.7197260856628418,2.4643404483795166,-1.2646996974945068,-0.6454117894172668,0.4894261360168457,7.172126770019531,-0.6454117894172668
10,-1.280456304550171,0.7037737369537354,2.7249910831451416,-1.280456304550171,-0.727483868598938,0.5387129783630371,6.226824760437012,-0.727483868598938
11,-1.1154292821884155,0.733702540397644,2.766756534576416,-1.1154292821884155,-0.8773048520088196,0.6879067420959473,4.2958221435546875,-0.8773048520088196
12,-1.3106772899627686,0.7419060468673706,2.7554726600646973,-1.3106772899627686,-0.9508862495422363,0.755061149597168,3.390056610107422,-0.9508862495422363
13,-1.4152708053588867,0.7588704824447632,2.7096829414367676,-1.4152708053588867,-1.001064658164978,0.8528304100036621,1.9008965492248535,-1.001064658164978
14,-1.4566665887832642,0.7634907960891724,2.7370691299438477,-1.4566665887832642,-0.9554065465927124,0.7259392738342285,3.718841314315796,-0.9554065465927124
15,-1.5213557481765747,0.7612591981887817,2.769460916519165,-1.5213557481765747,-0.8903988599777222,0.674685001373291,4.482827186584473,-0.8903988599777222
16,-1.4257267713546753,0.786194920539856,2.731499433517456,-1.4257267713546753,-1.0463297367095947,0.8188180923461914,2.4561214447021484,-1.0463297367095947
